currency,date,rates
USD,2017-08-17,0.056453
ZAR,2017-08-17,0.74527
AUD,2017-08-16,0.071591
BGN,2017-08-16,0.093952
BRL,2017-08-16,0.17836
CAD,2017-08-16,0.071615
CHF,2017-08-16,0.054792
CNY,2017-08-16,0.37658
CZK,2017-08-16,1.2511
DKK,2017-08-16,0.35724
EUR,2017-08-16,0.048038
GBP,2017-08-16,0.043711
HKD,2017-08-16,0.44001
HRK,2017-08-16,0.35517
HUF,2017-08-16,14.606
IDR,2017-08-16,752.08
ILS,2017-08-16,0.20406
INR,2017-08-16,3.6108
JPY,2017-08-16,6.2348
KRW,2017-08-16,64.13
MYR,2017-08-16,0.2418
NOK,2017-08-16,0.4473
NZD,2017-08-16,0.077586
PHP,2017-08-16,2.8893
PLN,2017-08-16,0.20536
RON,2017-08-16,0.22011
RUB,2017-08-16,3.3454
SEK,2017-08-16,0.45549
SGD,2017-08-16,0.076966
THB,2017-08-16,1.8721
TRY,2017-08-16,0.19849
USD,2017-08-16,0.056252
ZAR,2017-08-16,0.74449
AUD,2017-08-14,0.071539
BGN,2017-08-14,0.093365
BRL,2017-08-14,0.1791
CAD,2017-08-14,0.071487
CHF,2017-08-14,0.054525
CNY,2017-08-14,0.37575
CZK,2017-08-14,1.2468
DKK,2017-08-14,0.355
EUR,2017-08-14,0.047737
GBP,2017-08-14,0.04341
HKD,2017-08-14,0.44045
HRK,2017-08-14,0.35299
HUF,2017-08-14,14.531
IDR,2017-08-14,752.1
ILS,2017-08-14,0.2018
INR,2017-08-14,3.6108
JPY,2017-08-14,6.1715
KRW,2017-08-14,64.178
MYR,2017-08-14,0.24179
NOK,2017-08-14,0.44624
NZD,2017-08-14,0.077177
PHP,2017-08-14,2.8813
PLN,2017-08-14,0.20439
RON,2017-08-14,0.21824
RUB,2017-08-14,3.3605
SEK,2017-08-14,0.45668
SGD,2017-08-14,0.07668
THB,2017-08-14,1.8731
TRY,2017-08-14,0.19843
USD,2017-08-14,0.056316
ZAR,2017-08-14,0.74737
AUD,2017-08-13,0.070672
BGN,2017-08-13,0.092381
BRL,2017-08-13,0.17655
CAD,2017-08-13,0.070644
CHF,2017-08-13,0.053469
CNY,2017-08-13,0.37038
CZK,2017-08-13,1.2354
DKK,2017-08-13,0.35128
EUR,2017-08-13,0.047234
GBP,2017-08-13,0.042816
HKD,2017-08-13,0.43452
HRK,2017-08-13,0.34945
HUF,2017-08-13,14.426
IDR,2017-08-13,742.67
ILS,2017-08-13,0.19919
INR,2017-08-13,3.566
JPY,2017-08-13,6.0654
KRW,2017-08-13,63.601
MYR,2017-08-13,0.23868
NOK,2017-08-13,0.44389
NZD,2017-08-13,0.076279
PHP,2017-08-13,2.8356
PLN,2017-08-13,0.20258
RON,2017-08-13,0.21623
RUB,2017-08-13,3.3361
SEK,2017-08-13,0.45384
SGD,2017-08-13,0.075821
THB,2017-08-13,1.8472
TRY,2017-08-13,0.19727
USD,2017-08-13,0.055571
ZAR,2017-08-13,0.7498
AUD,2017-08-11,0.070672
BGN,2017-08-11,0.092381
BRL,2017-08-11,0.17655
CAD,2017-08-11,0.070644
CHF,2017-08-11,0.053469
CNY,2017-08-11,0.37038
CZK,2017-08-11,1.2354
DKK,2017-08-11,0.35128
EUR,2017-08-11,0.047234
GBP,2017-08-11,0.042816
HKD,2017-08-11,0.43452
HRK,2017-08-11,0.34945
HUF,2017-08-11,14.426
IDR,2017-08-11,742.67
ILS,2017-08-11,0.19919
INR,2017-08-11,3.566
JPY,2017-08-11,6.0654
KRW,2017-08-11,63.601
MYR,2017-08-11,0.23868
NOK,2017-08-11,0.44389
NZD,2017-08-11,0.076279
PHP,2017-08-11,2.8356
PLN,2017-08-11,0.20258
RON,2017-08-11,0.21623
RUB,2017-08-11,3.3361
SEK,2017-08-11,0.45384
SGD,2017-08-11,0.075821
THB,2017-08-11,1.8472
TRY,2017-08-11,0.19727
USD,2017-08-11,0.055571
ZAR,2017-08-11,0.7498
AUD,2017-08-10,0.07071
BGN,2017-08-10,0.09289
BRL,2017-08-10,0.17584
CAD,2017-08-10,0.070876
CHF,2017-08-10,0.053864
CNY,2017-08-10,0.37078
CZK,2017-08-10,1.2423
DKK,2017-08-10,0.35327
EUR,2017-08-10,0.047495
GBP,2017-08-10,0.042889
HKD,2017-08-10,0.43543
HRK,2017-08-10,0.3515
HUF,2017-08-10,14.503
IDR,2017-08-10,744.24
ILS,2017-08-10,0.20034
INR,2017-08-10,3.572
JPY,2017-08-10,6.1154
KRW,2017-08-10,63.7
MYR,2017-08-10,0.23913
NOK,2017-08-10,0.44339
NZD,2017-08-10,0.076666
PHP,2017-08-10,2.8291
PLN,2017-08-10,0.20288
RON,2017-08-10,0.21725
RUB,2017-08-10,3.3383
SEK,2017-08-10,0.45443
SGD,2017-08-10,0.075991
THB,2017-08-10,1.8533
TRY,2017-08-10,0.19692
USD,2017-08-10,0.055721
ZAR,2017-08-10,0.74443
AUD,2017-08-09,0.070634
BGN,2017-08-09,0.092846
BRL,2017-08-09,0.17466
CAD,2017-08-09,0.070615
CHF,2017-08-09,0.05361
CNY,2017-08-09,0.37178
CZK,2017-08-09,1.2419
DKK,2017-08-09,0.35315
EUR,2017-08-09,0.047472
GBP,2017-08-09,0.042885
HKD,2017-08-09,0.43528
HRK,2017-08-09,0.35143
HUF,2017-08-09,14.46
IDR,2017-08-09,742.46
ILS,2017-08-09,0.20037
INR,2017-08-09,3.5563
JPY,2017-08-09,6.1116
KRW,2017-08-09,63.413
MYR,2017-08-09,0.23885
NOK,2017-08-09,0.44338
NZD,2017-08-09,0.076008
PHP,2017-08-09,2.8216
PLN,2017-08-09,0.20256
RON,2017-08-09,0.2169
RUB,2017-08-09,3.3418
SEK,2017-08-09,0.45673
SGD,2017-08-09,0.075898
THB,2017-08-09,1.8517
TRY,2017-08-09,0.19709
USD,2017-08-09,0.05569
ZAR,2017-08-09,0.75077
AUD,2017-08-08,0.070354
BGN,2017-08-08,0.09246
BRL,2017-08-08,0.17453
CAD,2017-08-08,0.070718
CHF,2017-08-08,0.054262
CNY,2017-08-08,0.37424
CZK,2017-08-08,1.2362
DKK,2017-08-08,0.35166
EUR,2017-08-08,0.047275
GBP,2017-08-08,0.042868
HKD,2017-08-08,0.43693
HRK,2017-08-08,0.34986
HUF,2017-08-08,14.395
IDR,2017-08-08,743.54
ILS,2017-08-08,0.20123
INR,2017-08-08,3.5544
JPY,2017-08-08,6.1604
KRW,2017-08-08,62.866
MYR,2017-08-08,0.23935
NOK,2017-08-08,0.44072
NZD,2017-08-08,0.07581
PHP,2017-08-08,2.8191
PLN,2017-08-08,0.20117
RON,2017-08-08,0.21575
RUB,2017-08-08,3.3513
SEK,2017-08-08,0.45374
SGD,2017-08-08,0.07598
THB,2017-08-08,1.8568
TRY,2017-08-08,0.19707
USD,2017-08-08,0.05585
ZAR,2017-08-08,0.73526
AUD,2017-08-07,0.070478
BGN,2017-08-07,0.092455
BRL,2017-08-07,0.17433
CAD,2017-08-07,0.070715
CHF,2017-08-07,0.054269
CNY,2017-08-07,0.37478
CZK,2017-08-07,1.2346
DKK,2017-08-07,0.35163
EUR,2017-08-07,0.047272
GBP,2017-08-07,0.042751
HKD,2017-08-07,0.43627
HRK,2017-08-07,0.34998
HUF,2017-08-07,14.361
IDR,2017-08-07,742.89
ILS,2017-08-07,0.20198
INR,2017-08-07,3.5596
JPY,2017-08-07,6.1823
KRW,2017-08-07,62.995
MYR,2017-08-07,0.23888
NOK,2017-08-07,0.44341
NZD,2017-08-07,0.075792
PHP,2017-08-07,2.8139
PLN,2017-08-07,0.20099
RON,2017-08-07,0.21575
RUB,2017-08-07,3.3493
SEK,2017-08-07,0.45464
SGD,2017-08-07,0.076028
THB,2017-08-07,1.8579
TRY,2017-08-07,0.19695
USD,2017-08-07,0.055767
ZAR,2017-08-07,0.7453
AUD,2017-08-06,0.070446
BGN,2017-08-06,0.092543
BRL,2017-08-06,0.17465
CAD,2017-08-06,0.070597
CHF,2017-08-06,0.054386
CNY,2017-08-06,0.37739
CZK,2017-08-06,1.2335
DKK,2017-08-06,0.35198
EUR,2017-08-06,0.047317
GBP,2017-08-06,0.042718
HKD,2017-08-06,0.43902
HRK,2017-08-06,0.35048
HUF,2017-08-06,14.401
IDR,2017-08-06,747.23
ILS,2017-08-06,0.20317
INR,2017-08-06,3.5726
JPY,2017-08-06,6.1829
KRW,2017-08-06,63.126
MYR,2017-08-06,0.24026
NOK,2017-08-06,0.44297
NZD,2017-08-06,0.075367
PHP,2017-08-06,2.8195
PLN,2017-08-06,0.20067
RON,2017-08-06,0.21593
RUB,2017-08-06,3.3817
SEK,2017-08-06,0.4545
SGD,2017-08-06,0.076166
THB,2017-08-06,1.8669
TRY,2017-08-06,0.19827
USD,2017-08-06,0.056156
ZAR,2017-08-06,0.74889
AUD,2017-08-05,0.070446
BGN,2017-08-05,0.092543
BRL,2017-08-05,0.17465
CAD,2017-08-05,0.070597
CHF,2017-08-05,0.054386
CNY,2017-08-05,0.37739
CZK,2017-08-05,1.2335
DKK,2017-08-05,0.35198
EUR,2017-08-05,0.047317
GBP,2017-08-05,0.042718
HKD,2017-08-05,0.43902
HRK,2017-08-05,0.35048
HUF,2017-08-05,14.401
IDR,2017-08-05,747.23
ILS,2017-08-05,0.20317
INR,2017-08-05,3.5726
JPY,2017-08-05,6.1829
KRW,2017-08-05,63.126
MYR,2017-08-05,0.24026
NOK,2017-08-05,0.44297
NZD,2017-08-05,0.075367
PHP,2017-08-05,2.8195
PLN,2017-08-05,0.20067
RON,2017-08-05,0.21593
RUB,2017-08-05,3.3817
SEK,2017-08-05,0.4545
SGD,2017-08-05,0.076166
THB,2017-08-05,1.8669
TRY,2017-08-05,0.19827
USD,2017-08-05,0.056156
ZAR,2017-08-05,0.74889
AUD,2017-08-04,0.070446
BGN,2017-08-04,0.092543
BRL,2017-08-04,0.17465
CAD,2017-08-04,0.070597
CHF,2017-08-04,0.054386
CNY,2017-08-04,0.37739
CZK,2017-08-04,1.2335
DKK,2017-08-04,0.35198
EUR,2017-08-04,0.047317
GBP,2017-08-04,0.042718
HKD,2017-08-04,0.43902
HRK,2017-08-04,0.35048
HUF,2017-08-04,14.401
IDR,2017-08-04,747.23
ILS,2017-08-04,0.20317
INR,2017-08-04,3.5726
JPY,2017-08-04,6.1829
KRW,2017-08-04,63.126
MYR,2017-08-04,0.24026
NOK,2017-08-04,0.44297
NZD,2017-08-04,0.075367
PHP,2017-08-04,2.8195
PLN,2017-08-04,0.20067
RON,2017-08-04,0.21593
RUB,2017-08-04,3.3817
SEK,2017-08-04,0.4545
SGD,2017-08-04,0.076166
THB,2017-08-04,1.8669
TRY,2017-08-04,0.19827
USD,2017-08-04,0.056156
ZAR,2017-08-04,0.74889
AUD,2017-08-03,0.070673
BGN,2017-08-03,0.092499
BRL,2017-08-03,0.17507
CAD,2017-08-03,0.07071
CHF,2017-08-03,0.054394
CNY,2017-08-03,0.37706
CZK,2017-08-03,1.228
DKK,2017-08-03,0.35178
EUR,2017-08-03,0.047295
GBP,2017-08-03,0.042716
HKD,2017-08-03,0.43854
HRK,2017-08-03,0.35028
HUF,2017-08-03,14.365
IDR,2017-08-03,747.45
ILS,2017-08-03,0.20101
INR,2017-08-03,3.5717
JPY,2017-08-03,6.1914
KRW,2017-08-03,63.209
MYR,2017-08-03,0.24016
NOK,2017-08-03,0.44347
NZD,2017-08-03,0.075605
PHP,2017-08-03,2.8199
PLN,2017-08-03,0.20113
RON,2017-08-03,0.21592
RUB,2017-08-03,3.39
SEK,2017-08-03,0.45447
SGD,2017-08-03,0.076286
THB,2017-08-03,1.8648
TRY,2017-08-03,0.1986
USD,2017-08-03,0.056092
ZAR,2017-08-03,0.74551
AUD,2017-08-02,0.070076
BGN,2017-08-02,0.092311
BRL,2017-08-02,0.17461
CAD,2017-08-02,0.070048
CHF,2017-08-02,0.054085
CNY,2017-08-02,0.37551
CZK,2017-08-02,1.2332
DKK,2017-08-02,0.35108
EUR,2017-08-02,0.047199
GBP,2017-08-02,0.042207
HKD,2017-08-02,0.4364
HRK,2017-08-02,0.34957
HUF,2017-08-02,14.342
IDR,2017-08-02,743.52
ILS,2017-08-02,0.19981
INR,2017-08-02,3.5553
JPY,2017-08-02,6.1821
KRW,2017-08-02,62.746
MYR,2017-08-02,0.23926
NOK,2017-08-02,0.44133
NZD,2017-08-02,0.075173
PHP,2017-08-02,2.8093
PLN,2017-08-02,0.20078
RON,2017-08-02,0.21519
RUB,2017-08-02,3.3892
SEK,2017-08-02,0.45272
SGD,2017-08-02,0.07582
THB,2017-08-02,1.8575
TRY,2017-08-02,0.19722
USD,2017-08-02,0.055831
ZAR,2017-08-02,0.74149
AUD,2017-08-01,0.070531
BGN,2017-08-01,0.093124
BRL,2017-08-01,0.1756
CAD,2017-08-01,0.07017
CHF,2017-08-01,0.054347
CNY,2017-08-01,0.37792
CZK,2017-08-01,1.2443
DKK,2017-08-01,0.3541
EUR,2017-08-01,0.047615
GBP,2017-08-01,0.042586
HKD,2017-08-01,0.43941
HRK,2017-08-01,0.35278
HUF,2017-08-01,14.456
IDR,2017-08-01,749.36
ILS,2017-08-01,0.20065
INR,2017-08-01,3.6051
JPY,2017-08-01,6.2151
KRW,2017-08-01,63.113
MYR,2017-08-01,0.24102
NOK,2017-08-01,0.44445
NZD,2017-08-01,0.075293
PHP,2017-08-01,2.8334
PLN,2017-08-01,0.20266
RON,2017-08-01,0.2171
RUB,2017-08-01,3.389
SEK,2017-08-01,0.45502
SGD,2017-08-01,0.076383
THB,2017-08-01,1.8723
TRY,2017-08-01,0.19809
USD,2017-08-01,0.056242
ZAR,2017-08-01,0.74717
AUD,2017-07-31,0.070525
BGN,2017-07-31,0.093749
BRL,2017-07-31,0.17622
CAD,2017-07-31,0.070104
CHF,2017-07-31,0.054448
CNY,2017-07-31,0.37818
CZK,2017-07-31,1.2501
DKK,2017-07-31,0.35646
EUR,2017-07-31,0.047934
GBP,2017-07-31,0.042863
HKD,2017-07-31,0.43907
HRK,2017-07-31,0.35524
HUF,2017-07-31,14.602
IDR,2017-07-31,748.97
ILS,2017-07-31,0.20023
INR,2017-07-31,3.608
JPY,2017-07-31,6.217
KRW,2017-07-31,63.081
MYR,2017-07-31,0.24067
NOK,2017-07-31,0.44603
NZD,2017-07-31,0.075122
PHP,2017-07-31,2.8376
PLN,2017-07-31,0.20369
RON,2017-07-31,0.21853
RUB,2017-07-31,3.3776
SEK,2017-07-31,0.4574
SGD,2017-07-31,0.076301
THB,2017-07-31,1.8719
TRY,2017-07-31,0.19803
USD,2017-07-31,0.056212
ZAR,2017-07-31,0.73684
AUD,2017-07-30,0.070796
BGN,2017-07-30,0.093988
BRL,2017-07-30,0.17788
CAD,2017-07-30,0.0707
CHF,2017-07-30,0.054577
CNY,2017-07-30,0.38006
CZK,2017-07-30,1.2518
DKK,2017-07-30,0.35736
EUR,2017-07-30,0.048056
GBP,2017-07-30,0.043043
HKD,2017-07-30,0.44026
HRK,2017-07-30,0.35619
HUF,2017-07-30,14.654
IDR,2017-07-30,751.55
ILS,2017-07-30,0.20071
INR,2017-07-30,3.6165
JPY,2017-07-30,6.2651
KRW,2017-07-30,63.319
MYR,2017-07-30,0.24138
NOK,2017-07-30,0.44786
NZD,2017-07-30,0.075419
PHP,2017-07-30,2.8453
PLN,2017-07-30,0.2042
RON,2017-07-30,0.21904
RUB,2017-07-30,3.3559
SEK,2017-07-30,0.45824
SGD,2017-07-30,0.076635
THB,2017-07-30,1.8812
TRY,2017-07-30,0.19925
USD,2017-07-30,0.056365
ZAR,2017-07-30,0.73435
AUD,2017-07-29,0.070796
BGN,2017-07-29,0.093988
BRL,2017-07-29,0.17788
CAD,2017-07-29,0.0707
CHF,2017-07-29,0.054577
CNY,2017-07-29,0.38006
CZK,2017-07-29,1.2518
DKK,2017-07-29,0.35736
EUR,2017-07-29,0.048056
GBP,2017-07-29,0.043043
HKD,2017-07-29,0.44026
HRK,2017-07-29,0.35619
HUF,2017-07-29,14.654
IDR,2017-07-29,751.55
ILS,2017-07-29,0.20071
INR,2017-07-29,3.6165
JPY,2017-07-29,6.2651
KRW,2017-07-29,63.319
MYR,2017-07-29,0.24138
NOK,2017-07-29,0.44786
NZD,2017-07-29,0.075419
PHP,2017-07-29,2.8453
PLN,2017-07-29,0.2042
RON,2017-07-29,0.21904
RUB,2017-07-29,3.3559
SEK,2017-07-29,0.45824
SGD,2017-07-29,0.076635
THB,2017-07-29,1.8812
TRY,2017-07-29,0.19925
USD,2017-07-29,0.056365
ZAR,2017-07-29,0.73435
AUD,2017-07-28,0.070796
BGN,2017-07-28,0.093988
BRL,2017-07-28,0.17788
CAD,2017-07-28,0.0707
CHF,2017-07-28,0.054577
CNY,2017-07-28,0.38006
CZK,2017-07-28,1.2518
DKK,2017-07-28,0.35736
EUR,2017-07-28,0.048056
GBP,2017-07-28,0.043043
HKD,2017-07-28,0.44026
HRK,2017-07-28,0.35619
HUF,2017-07-28,14.654
IDR,2017-07-28,751.55
ILS,2017-07-28,0.20071
INR,2017-07-28,3.6165
JPY,2017-07-28,6.2651
KRW,2017-07-28,63.319
MYR,2017-07-28,0.24138
NOK,2017-07-28,0.44786
NZD,2017-07-28,0.075419
PHP,2017-07-28,2.8453
PLN,2017-07-28,0.2042
RON,2017-07-28,0.21904
RUB,2017-07-28,3.3559
SEK,2017-07-28,0.45824
SGD,2017-07-28,0.076635
THB,2017-07-28,1.8812
TRY,2017-07-28,0.19925
USD,2017-07-28,0.056365
ZAR,2017-07-28,0.73435
AUD,2017-07-27,0.070905
BGN,2017-07-27,0.094873
BRL,2017-07-27,0.17869
CAD,2017-07-27,0.070837
CHF,2017-07-27,0.054485
CNY,2017-07-27,0.3823
CZK,2017-07-27,1.2634
DKK,2017-07-27,0.36072
EUR,2017-07-27,0.048508
GBP,2017-07-27,0.043162
HKD,2017-07-27,0.44303
HRK,2017-07-27,0.35968
HUF,2017-07-27,14.783
IDR,2017-07-27,755.57
ILS,2017-07-27,0.20181
INR,2017-07-27,3.6392
JPY,2017-07-27,6.3216
KRW,2017-07-27,63.226
MYR,2017-07-27,0.2427
NOK,2017-07-27,0.45102
NZD,2017-07-27,0.075445
PHP,2017-07-27,2.867
PLN,2017-07-27,0.20636
RON,2017-07-27,0.22144
RUB,2017-07-27,3.38
SEK,2017-07-27,0.46481
SGD,2017-07-27,0.07708
THB,2017-07-27,1.8895
TRY,2017-07-27,0.20035
USD,2017-07-27,0.056726
ZAR,2017-07-27,0.73539
AUD,2017-07-26,0.07122
BGN,2017-07-26,0.094648
BRL,2017-07-26,0.17812
CAD,2017-07-26,0.070538
CHF,2017-07-26,0.053968
CNY,2017-07-26,0.38059
CZK,2017-07-26,1.2605
DKK,2017-07-26,0.35989
EUR,2017-07-26,0.048393
GBP,2017-07-26,0.043203
HKD,2017-07-26,0.44018
HRK,2017-07-26,0.35873
HUF,2017-07-26,14.788
IDR,2017-07-26,750.44
ILS,2017-07-26,0.20117
INR,2017-07-26,3.6265
JPY,2017-07-26,6.3037
KRW,2017-07-26,63.1
MYR,2017-07-26,0.24143
NOK,2017-07-26,0.44954
NZD,2017-07-26,0.075871
PHP,2017-07-26,2.8527
PLN,2017-07-26,0.20622
RON,2017-07-26,0.22083
RUB,2017-07-26,3.3733
SEK,2017-07-26,0.46315
SGD,2017-07-26,0.076703
THB,2017-07-26,1.8871
TRY,2017-07-26,0.20038
USD,2017-07-26,0.056349
ZAR,2017-07-26,0.73558
AUD,2017-07-25,0.070909
BGN,2017-07-25,0.094387
BRL,2017-07-25,0.17738
CAD,2017-07-25,0.070499
CHF,2017-07-25,0.05339
CNY,2017-07-25,0.38101
CZK,2017-07-25,1.2554
DKK,2017-07-25,0.35887
EUR,2017-07-25,0.04826
GBP,2017-07-25,0.043142
HKD,2017-07-25,0.44066
HRK,2017-07-25,0.35774
HUF,2017-07-25,14.743
IDR,2017-07-25,751.6
ILS,2017-07-25,0.20113
INR,2017-07-25,3.6336
JPY,2017-07-25,6.2873
KRW,2017-07-25,63.023
MYR,2017-07-25,0.24166
NOK,2017-07-25,0.44899
NZD,2017-07-25,0.075826
PHP,2017-07-25,2.8565
PLN,2017-07-25,0.20545
RON,2017-07-25,0.22024
RUB,2017-07-25,3.3774
SEK,2017-07-25,0.4611
SGD,2017-07-25,0.076734
THB,2017-07-25,1.8866
TRY,2017-07-25,0.20099
USD,2017-07-25,0.056436
ZAR,2017-07-25,0.73433
AUD,2017-07-24,0.071177
BGN,2017-07-24,0.094951
BRL,2017-07-24,0.17741
CAD,2017-07-24,0.070803
CHF,2017-07-24,0.0535
CNY,2017-07-24,0.3817
CZK,2017-07-24,1.2634
DKK,2017-07-24,0.36101
EUR,2017-07-24,0.048548
GBP,2017-07-24,0.043378
HKD,2017-07-24,0.44146
HRK,2017-07-24,0.35973
HUF,2017-07-24,14.815
IDR,2017-07-24,753.28
ILS,2017-07-24,0.20299
INR,2017-07-24,3.6416
JPY,2017-07-24,6.2671
KRW,2017-07-24,63.069
MYR,2017-07-24,0.242
NOK,2017-07-24,0.45405
NZD,2017-07-24,0.076012
PHP,2017-07-24,2.8644
PLN,2017-07-24,0.20588
RON,2017-07-24,0.22157
RUB,2017-07-24,3.3914
SEK,2017-07-24,0.4655
SGD,2017-07-24,0.076993
THB,2017-07-24,1.8882
TRY,2017-07-24,0.20088
USD,2017-07-24,0.056549
ZAR,2017-07-24,0.73269
AUD,2017-07-23,0.072139
BGN,2017-07-23,0.095985
BRL,2017-07-23,0.17778
CAD,2017-07-23,0.071967
CHF,2017-07-23,0.054235
CNY,2017-07-23,0.38672
CZK,2017-07-23,1.2768
DKK,2017-07-23,0.36498
EUR,2017-07-23,0.049077
GBP,2017-07-23,0.043978
HKD,2017-07-23,0.44612
HRK,2017-07-23,0.36371
HUF,2017-07-23,14.987
IDR,2017-07-23,760.6
ILS,2017-07-23,0.20359
INR,2017-07-23,3.6761
JPY,2017-07-23,6.3663
KRW,2017-07-23,63.913
MYR,2017-07-23,0.24474
NOK,2017-07-23,0.45797
NZD,2017-07-23,0.076806
PHP,2017-07-23,2.8968
PLN,2017-07-23,0.20791
RON,2017-07-23,0.2243
RUB,2017-07-23,3.3676
SEK,2017-07-23,0.47209
SGD,2017-07-23,0.077896
THB,2017-07-23,1.9112
TRY,2017-07-23,0.20189
USD,2017-07-23,0.057136
ZAR,2017-07-23,0.73901
AUD,2017-07-22,0.072139
BGN,2017-07-22,0.095985
BRL,2017-07-22,0.17778
CAD,2017-07-22,0.071967
CHF,2017-07-22,0.054235
CNY,2017-07-22,0.38672
CZK,2017-07-22,1.2768
DKK,2017-07-22,0.36498
EUR,2017-07-22,0.049077
GBP,2017-07-22,0.043978
HKD,2017-07-22,0.44612
HRK,2017-07-22,0.36371
HUF,2017-07-22,14.987
IDR,2017-07-22,760.6
ILS,2017-07-22,0.20359
INR,2017-07-22,3.6761
JPY,2017-07-22,6.3663
KRW,2017-07-22,63.913
MYR,2017-07-22,0.24474
NOK,2017-07-22,0.45797
NZD,2017-07-22,0.076806
PHP,2017-07-22,2.8968
PLN,2017-07-22,0.20791
RON,2017-07-22,0.2243
RUB,2017-07-22,3.3676
SEK,2017-07-22,0.47209
SGD,2017-07-22,0.077896
THB,2017-07-22,1.9112
TRY,2017-07-22,0.20189
USD,2017-07-22,0.057136
ZAR,2017-07-22,0.73901
AUD,2017-07-21,0.072139
BGN,2017-07-21,0.095985
BRL,2017-07-21,0.17778
CAD,2017-07-21,0.071967
CHF,2017-07-21,0.054235
CNY,2017-07-21,0.38672
CZK,2017-07-21,1.2768
DKK,2017-07-21,0.36498
EUR,2017-07-21,0.049077
GBP,2017-07-21,0.043978
HKD,2017-07-21,0.44612
HRK,2017-07-21,0.36371
HUF,2017-07-21,14.987
IDR,2017-07-21,760.6
ILS,2017-07-21,0.20359
INR,2017-07-21,3.6761
JPY,2017-07-21,6.3663
KRW,2017-07-21,63.913
MYR,2017-07-21,0.24474
NOK,2017-07-21,0.45797
NZD,2017-07-21,0.076806
PHP,2017-07-21,2.8968
PLN,2017-07-21,0.20791
RON,2017-07-21,0.2243
RUB,2017-07-21,3.3676
SEK,2017-07-21,0.47209
SGD,2017-07-21,0.077896
THB,2017-07-21,1.9112
TRY,2017-07-21,0.20189
USD,2017-07-21,0.057136
ZAR,2017-07-21,0.73901
AUD,2017-07-20,0.071817
BGN,2017-07-20,0.096803
BRL,2017-07-20,0.179
CAD,2017-07-20,0.071704
CHF,2017-07-20,0.054638
CNY,2017-07-20,0.38487
CZK,2017-07-20,1.2889
DKK,2017-07-20,0.36808
EUR,2017-07-20,0.049495
GBP,2017-07-20,0.043911
HKD,2017-07-20,0.44397
HRK,2017-07-20,0.36677
HUF,2017-07-20,15.134
IDR,2017-07-20,758.02
ILS,2017-07-20,0.20309
INR,2017-07-20,3.6631
JPY,2017-07-20,6.3809
KRW,2017-07-20,63.923
MYR,2017-07-20,0.24395
NOK,2017-07-20,0.4603
NZD,2017-07-20,0.077366
PHP,2017-07-20,2.8919
PLN,2017-07-20,0.20837
RON,2017-07-20,0.22597
RUB,2017-07-20,3.3584
SEK,2017-07-20,0.47356
SGD,2017-07-20,0.077895
THB,2017-07-20,1.9131
TRY,2017-07-20,0.20121
USD,2017-07-20,0.056845
ZAR,2017-07-20,0.73758
AUD,2017-07-19,0.07203
BGN,2017-07-19,0.096942
BRL,2017-07-19,0.18058
CAD,2017-07-19,0.072069
CHF,2017-07-19,0.054493
CNY,2017-07-19,0.38607
CZK,2017-07-19,1.2905
DKK,2017-07-19,0.36862
EUR,2017-07-19,0.049566
GBP,2017-07-19,0.043859
HKD,2017-07-19,0.44639
HRK,2017-07-19,0.3675
HUF,2017-07-19,15.188
IDR,2017-07-19,761.34
ILS,2017-07-19,0.2046
INR,2017-07-19,3.6754
JPY,2017-07-19,6.3955
KRW,2017-07-19,64.154
MYR,2017-07-19,0.24504
NOK,2017-07-19,0.46106
NZD,2017-07-19,0.077522
PHP,2017-07-19,2.9062
PLN,2017-07-19,0.20881
RON,2017-07-19,0.22637
RUB,2017-07-19,3.3751
SEK,2017-07-19,0.47384
SGD,2017-07-19,0.078181
THB,2017-07-19,1.9207
TRY,2017-07-19,0.20112
USD,2017-07-19,0.057165
ZAR,2017-07-19,0.73804
AUD,2017-07-18,0.072001
BGN,2017-07-18,0.096683
BRL,2017-07-18,0.18104
CAD,2017-07-18,0.071917
CHF,2017-07-18,0.054501
CNY,2017-07-18,0.38559
CZK,2017-07-18,1.2892
DKK,2017-07-18,0.36765
EUR,2017-07-18,0.049434
GBP,2017-07-18,0.043887
HKD,2017-07-18,0.44578
HRK,2017-07-18,0.36649
HUF,2017-07-18,15.137
IDR,2017-07-18,759.7
ILS,2017-07-18,0.20389
INR,2017-07-18,3.6748
JPY,2017-07-18,6.3997
KRW,2017-07-18,64.21
MYR,2017-07-18,0.24476
NOK,2017-07-18,0.46006
NZD,2017-07-18,0.077676
PHP,2017-07-18,2.8967
PLN,2017-07-18,0.20777
RON,2017-07-18,0.22542
RUB,2017-07-18,3.3698
SEK,2017-07-18,0.47288
SGD,2017-07-18,0.078071
THB,2017-07-18,1.9196
TRY,2017-07-18,0.20144
USD,2017-07-18,0.057121
ZAR,2017-07-18,0.73884
AUD,2017-07-17,0.072749
BGN,2017-07-17,0.097207
BRL,2017-07-17,0.1811
CAD,2017-07-17,0.072078
CHF,2017-07-17,0.054732
CNY,2017-07-17,0.38564
CZK,2017-07-17,1.2967
DKK,2017-07-17,0.36961
EUR,2017-07-17,0.049702
GBP,2017-07-17,0.043616
HKD,2017-07-17,0.44463
HRK,2017-07-17,0.36834
HUF,2017-07-17,15.211
IDR,2017-07-17,758.4
ILS,2017-07-17,0.20216
INR,2017-07-17,3.6656
