currency,date,rates
TRY,2017-10-26,0.19822
USD,2017-10-26,0.052544
ZAR,2017-10-26,0.74835
AUD,2017-10-25,0.06761
BGN,2017-10-25,0.086528
BRL,2017-10-25,0.16871
CAD,2017-10-25,0.066199
CHF,2017-10-25,0.051719
CNY,2017-10-25,0.34649
CZK,2017-10-25,1.1321
DKK,2017-10-25,0.32929
EUR,2017-10-25,0.044242
GBP,2017-10-25,0.039324
HKD,2017-10-25,0.4069
HRK,2017-10-25,0.33247
HUF,2017-10-25,13.722
IDR,2017-10-25,707.65
ILS,2017-10-25,0.18284
INR,2017-10-25,3.3851
JPY,2017-10-25,5.9466
KRW,2017-10-25,58.638
MYR,2017-10-25,0.22083
NOK,2017-10-25,0.41757
NZD,2017-10-25,0.075755
PHP,2017-10-25,2.7005
PLN,2017-10-25,0.18739
RON,2017-10-25,0.2034
RUB,2017-10-25,3.0024
SEK,2017-10-25,0.42852
SGD,2017-10-25,0.070995
THB,2017-10-25,1.73
TRY,2017-10-25,0.19453
USD,2017-10-25,0.052139
ZAR,2017-10-25,0.72101
AUD,2017-10-23,0.067369
BGN,2017-10-23,0.087736
BRL,2017-10-23,0.16819
CAD,2017-10-23,0.066549
CHF,2017-10-23,0.051951
CNY,2017-10-23,0.34971
CZK,2017-10-23,1.1502
DKK,2017-10-23,0.33392
EUR,2017-10-23,0.044859
GBP,2017-10-23,0.039965
HKD,2017-10-23,0.41094
HRK,2017-10-23,0.33676
HUF,2017-10-23,13.819
IDR,2017-10-23,712.77
ILS,2017-10-23,0.18392
INR,2017-10-23,3.4244
JPY,2017-10-23,5.9927
KRW,2017-10-23,59.501
MYR,2017-10-23,0.22303
NOK,2017-10-23,0.42115
NZD,2017-10-23,0.075534
PHP,2017-10-23,2.7121
PLN,2017-10-23,0.1896
RON,2017-10-23,0.20635
RUB,2017-10-23,3.0252
SEK,2017-10-23,0.43262
SGD,2017-10-23,0.071757
THB,2017-10-23,1.7479
TRY,2017-10-23,0.19463
USD,2017-10-23,0.052665
ZAR,2017-10-23,0.72093
AUD,2017-10-22,0.067427
BGN,2017-10-22,0.087594
BRL,2017-10-22,0.16804
CAD,2017-10-22,0.066128
CHF,2017-10-22,0.051939
CNY,2017-10-22,0.35031
CZK,2017-10-22,1.1506
DKK,2017-10-22,0.33338
EUR,2017-10-22,0.044787
GBP,2017-10-22,0.040139
HKD,2017-10-22,0.41301
HRK,2017-10-22,0.33619
HUF,2017-10-22,13.8
IDR,2017-10-22,715.07
ILS,2017-10-22,0.1846
INR,2017-10-22,3.4409
JPY,2017-10-22,5.9902
KRW,2017-10-22,59.84
MYR,2017-10-22,0.22363
NOK,2017-10-22,0.42165
NZD,2017-10-22,0.075623
PHP,2017-10-22,2.7259
PLN,2017-10-22,0.18973
RON,2017-10-22,0.20589
RUB,2017-10-22,3.0396
SEK,2017-10-22,0.43195
SGD,2017-10-22,0.071901
THB,2017-10-22,1.7551
TRY,2017-10-22,0.19388
USD,2017-10-22,0.052929
ZAR,2017-10-22,0.72429
AUD,2017-10-20,0.067427
BGN,2017-10-20,0.087594
BRL,2017-10-20,0.16804
CAD,2017-10-20,0.066128
CHF,2017-10-20,0.051939
CNY,2017-10-20,0.35031
CZK,2017-10-20,1.1506
DKK,2017-10-20,0.33338
EUR,2017-10-20,0.044787
GBP,2017-10-20,0.040139
HKD,2017-10-20,0.41301
HRK,2017-10-20,0.33619
HUF,2017-10-20,13.8
IDR,2017-10-20,715.07
ILS,2017-10-20,0.1846
INR,2017-10-20,3.4409
JPY,2017-10-20,5.9902
KRW,2017-10-20,59.84
MYR,2017-10-20,0.22363
NOK,2017-10-20,0.42165
NZD,2017-10-20,0.075623
PHP,2017-10-20,2.7259
PLN,2017-10-20,0.18973
RON,2017-10-20,0.20589
RUB,2017-10-20,3.0396
SEK,2017-10-20,0.43195
SGD,2017-10-20,0.071901
THB,2017-10-20,1.7551
TRY,2017-10-20,0.19388
USD,2017-10-20,0.052929
ZAR,2017-10-20,0.72429
AUD,2017-10-19,0.067497
BGN,2017-10-19,0.087814
BRL,2017-10-19,0.16865
CAD,2017-10-19,0.066195
CHF,2017-10-19,0.051818
CNY,2017-10-19,0.35161
CZK,2017-10-19,1.155
DKK,2017-10-19,0.33423
EUR,2017-10-19,0.044899
GBP,2017-10-19,0.040326
HKD,2017-10-19,0.41457
HRK,2017-10-19,0.33714
HUF,2017-10-19,13.852
IDR,2017-10-19,718.12
ILS,2017-10-19,0.18571
INR,2017-10-19,3.4552
JPY,2017-10-19,5.9797
KRW,2017-10-19,60.129
MYR,2017-10-19,0.22441
NOK,2017-10-19,0.42291
NZD,2017-10-19,0.075705
PHP,2017-10-19,2.7327
PLN,2017-10-19,0.19034
RON,2017-10-19,0.20635
RUB,2017-10-19,3.0612
SEK,2017-10-19,0.43303
SGD,2017-10-19,0.072091
THB,2017-10-19,1.7601
TRY,2017-10-19,0.19452
USD,2017-10-19,0.053134
ZAR,2017-10-19,0.71965
AUD,2017-10-17,0.066839
BGN,2017-10-17,0.087184
BRL,2017-10-17,0.16653
CAD,2017-10-17,0.065711
CHF,2017-10-17,0.051282
CNY,2017-10-17,0.34702
CZK,2017-10-17,1.1471
DKK,2017-10-17,0.33183
EUR,2017-10-17,0.044577
GBP,2017-10-17,0.03974
HKD,2017-10-17,0.40927
HRK,2017-10-17,0.33469
HUF,2017-10-17,13.701
IDR,2017-10-17,707.89
ILS,2017-10-17,0.18399
INR,2017-10-17,3.4088
JPY,2017-10-17,5.8815
KRW,2017-10-17,59.203
MYR,2017-10-17,0.22139
NOK,2017-10-17,0.41573
NZD,2017-10-17,0.072995
PHP,2017-10-17,2.691
PLN,2017-10-17,0.18855
RON,2017-10-17,0.20416
RUB,2017-10-17,3.0077
SEK,2017-10-17,0.42711
SGD,2017-10-17,0.07111
THB,2017-10-17,1.7361
TRY,2017-10-17,0.19191
USD,2017-10-17,0.052418
ZAR,2017-10-17,0.70423
AUD,2017-10-16,0.06667
BGN,2017-10-16,0.086951
BRL,2017-10-16,0.16585
CAD,2017-10-16,0.065798
CHF,2017-10-16,0.051189
CNY,2017-10-16,0.34581
CZK,2017-10-16,1.1457
DKK,2017-10-16,0.33094
EUR,2017-10-16,0.044458
GBP,2017-10-16,0.039458
HKD,2017-10-16,0.40977
HRK,2017-10-16,0.33361
HUF,2017-10-16,13.672
IDR,2017-10-16,707.46
ILS,2017-10-16,0.18349
INR,2017-10-16,3.3973
JPY,2017-10-16,5.868
KRW,2017-10-16,59.134
MYR,2017-10-16,0.22128
NOK,2017-10-16,0.41405
NZD,2017-10-16,0.073
PHP,2017-10-16,2.6897
PLN,2017-10-16,0.18841
RON,2017-10-16,0.20379
RUB,2017-10-16,3.0
SEK,2017-10-16,0.42629
SGD,2017-10-16,0.070938
THB,2017-10-16,1.7348
TRY,2017-10-16,0.19106
USD,2017-10-16,0.052474
ZAR,2017-10-16,0.69875
AUD,2017-10-14,0.067358
BGN,2017-10-14,0.087359
BRL,2017-10-14,0.16758
CAD,2017-10-14,0.065933
CHF,2017-10-14,0.051514
CNY,2017-10-14,0.34765
CZK,2017-10-14,1.153
DKK,2017-10-14,0.3325
EUR,2017-10-14,0.044667
GBP,2017-10-14,0.039745
HKD,2017-10-14,0.41187
HRK,2017-10-14,0.33538
HUF,2017-10-14,13.786
IDR,2017-10-14,711.94
ILS,2017-10-14,0.1846
INR,2017-10-14,3.4265
JPY,2017-10-14,5.9179
KRW,2017-10-14,59.581
MYR,2017-10-14,0.22258
NOK,2017-10-14,0.41714
NZD,2017-10-14,0.073883
PHP,2017-10-14,2.7127
PLN,2017-10-14,0.19008
RON,2017-10-14,0.20486
RUB,2017-10-14,3.0427
SEK,2017-10-14,0.42902
SGD,2017-10-14,0.071525
THB,2017-10-14,1.7471
TRY,2017-10-14,0.19307
USD,2017-10-14,0.052751
ZAR,2017-10-14,0.70596
AUD,2017-10-13,0.067358
BGN,2017-10-13,0.087359
BRL,2017-10-13,0.16758
CAD,2017-10-13,0.065933
CHF,2017-10-13,0.051514
CNY,2017-10-13,0.34765
CZK,2017-10-13,1.153
DKK,2017-10-13,0.3325
EUR,2017-10-13,0.044667
GBP,2017-10-13,0.039745
HKD,2017-10-13,0.41187
HRK,2017-10-13,0.33538
HUF,2017-10-13,13.786
IDR,2017-10-13,711.94
ILS,2017-10-13,0.1846
INR,2017-10-13,3.4265
JPY,2017-10-13,5.9179
KRW,2017-10-13,59.581
MYR,2017-10-13,0.22258
NOK,2017-10-13,0.41714
NZD,2017-10-13,0.073883
PHP,2017-10-13,2.7127
PLN,2017-10-13,0.19008
RON,2017-10-13,0.20486
RUB,2017-10-13,3.0427
SEK,2017-10-13,0.42902
SGD,2017-10-13,0.071525
THB,2017-10-13,1.7471
TRY,2017-10-13,0.19307
USD,2017-10-13,0.052751
ZAR,2017-10-13,0.70596
AUD,2017-10-11,0.068353
BGN,2017-10-11,0.088032
BRL,2017-10-11,0.16886
CAD,2017-10-11,0.066607
CHF,2017-10-11,0.05187
CNY,2017-10-11,0.35103
CZK,2017-10-11,1.1648
DKK,2017-10-11,0.33501
EUR,2017-10-11,0.045011
GBP,2017-10-11,0.040379
HKD,2017-10-11,0.41565
HRK,2017-10-11,0.3381
HUF,2017-10-11,13.95
IDR,2017-10-11,720.08
ILS,2017-10-11,0.18618
INR,2017-10-11,3.4688
JPY,2017-10-11,5.9738
KRW,2017-10-11,60.274
MYR,2017-10-11,0.22465
NOK,2017-10-11,0.42215
NZD,2017-10-11,0.075271
PHP,2017-10-11,2.7395
PLN,2017-10-11,0.19287
RON,2017-10-11,0.20644
RUB,2017-10-11,3.0809
SEK,2017-10-11,0.42901
SGD,2017-10-11,0.072215
THB,2017-10-11,1.767
TRY,2017-10-11,0.19506
USD,2017-10-11,0.053248
ZAR,2017-10-11,0.72251
AUD,2017-10-10,0.069172
BGN,2017-10-10,0.089269
BRL,2017-10-10,0.17061
CAD,2017-10-10,0.067301
CHF,2017-10-10,0.05259
CNY,2017-10-10,0.35423
CZK,2017-10-10,1.1822
DKK,2017-10-10,0.33971
EUR,2017-10-10,0.045643
GBP,2017-10-10,0.04081
HKD,2017-10-10,0.42022
HRK,2017-10-10,0.34248
HUF,2017-10-10,14.179
IDR,2017-10-10,726.32
ILS,2017-10-10,0.18836
INR,2017-10-10,3.5133
JPY,2017-10-10,6.05
KRW,2017-10-10,60.989
MYR,2017-10-10,0.22723
NOK,2017-10-10,0.42788
NZD,2017-10-10,0.07617
PHP,2017-10-10,2.7718
PLN,2017-10-10,0.19595
RON,2017-10-10,0.20883
RUB,2017-10-10,3.1167
SEK,2017-10-10,0.43482
SGD,2017-10-10,0.073034
THB,2017-10-10,1.7909
TRY,2017-10-10,0.19802
USD,2017-10-10,0.053845
ZAR,2017-10-10,0.73705
AUD,2017-10-08,0.069545
BGN,2017-10-08,0.090316
BRL,2017-10-08,0.17086
CAD,2017-10-08,0.06798
CHF,2017-10-08,0.052981
CNY,2017-10-08,0.35969
CZK,2017-10-08,1.1921
DKK,2017-10-08,0.34369
EUR,2017-10-08,0.046179
GBP,2017-10-08,0.041346
HKD,2017-10-08,0.42201
HRK,2017-10-08,0.34659
HUF,2017-10-08,14.378
IDR,2017-10-08,730.55
ILS,2017-10-08,0.19015
INR,2017-10-08,3.5347
JPY,2017-10-08,6.1062
KRW,2017-10-08,61.746
MYR,2017-10-08,0.22908
NOK,2017-10-08,0.43279
NZD,2017-10-08,0.07625
PHP,2017-10-08,2.7697
PLN,2017-10-08,0.19875
RON,2017-10-08,0.21134
RUB,2017-10-08,3.1276
SEK,2017-10-08,0.44063
SGD,2017-10-08,0.073872
THB,2017-10-08,1.8089
TRY,2017-10-08,0.19554
USD,2017-10-08,0.054061
ZAR,2017-10-08,0.74209
AUD,2017-10-07,0.069545
BGN,2017-10-07,0.090316
BRL,2017-10-07,0.17086
CAD,2017-10-07,0.06798
CHF,2017-10-07,0.052981
CNY,2017-10-07,0.35969
CZK,2017-10-07,1.1921
DKK,2017-10-07,0.34369
EUR,2017-10-07,0.046179
GBP,2017-10-07,0.041346
HKD,2017-10-07,0.42201
HRK,2017-10-07,0.34659
HUF,2017-10-07,14.378
IDR,2017-10-07,730.55
ILS,2017-10-07,0.19015
INR,2017-10-07,3.5347
JPY,2017-10-07,6.1062
KRW,2017-10-07,61.746
MYR,2017-10-07,0.22908
NOK,2017-10-07,0.43279
NZD,2017-10-07,0.07625
PHP,2017-10-07,2.7697
PLN,2017-10-07,0.19875
RON,2017-10-07,0.21134
RUB,2017-10-07,3.1276
SEK,2017-10-07,0.44063
SGD,2017-10-07,0.073872
THB,2017-10-07,1.8089
TRY,2017-10-07,0.19554
USD,2017-10-07,0.054061
ZAR,2017-10-07,0.74209
AUD,2017-10-05,0.070128
BGN,2017-10-05,0.091346
BRL,2017-10-05,0.17174
CAD,2017-10-05,0.068446
CHF,2017-10-05,0.05358
CNY,2017-10-05,0.3648
CZK,2017-10-05,1.2067
DKK,2017-10-05,0.3476
EUR,2017-10-05,0.046705
GBP,2017-10-05,0.041639
HKD,2017-10-05,0.42829
HRK,2017-10-05,0.35054
HUF,2017-10-05,14.545
IDR,2017-10-05,738.08
ILS,2017-10-05,0.19256
INR,2017-10-05,3.5727
JPY,2017-10-05,6.1674
KRW,2017-10-05,62.473
MYR,2017-10-05,0.23189
NOK,2017-10-05,0.43669
NZD,2017-10-05,0.076657
PHP,2017-10-05,2.7999
PLN,2017-10-05,0.20083
RON,2017-10-05,0.21368
RUB,2017-10-05,3.1538
SEK,2017-10-05,0.44461
SGD,2017-10-05,0.074719
THB,2017-10-05,1.829
TRY,2017-10-05,0.19572
USD,2017-10-05,0.054841
ZAR,2017-10-05,0.74737
AUD,2017-10-04,0.070071
BGN,2017-10-04,0.091448
BRL,2017-10-04,0.17267
CAD,2017-10-04,0.06863
CHF,2017-10-04,0.053565
CNY,2017-10-04,0.36547
CZK,2017-10-04,1.2104
DKK,2017-10-04,0.348
EUR,2017-10-04,0.046757
GBP,2017-10-04,0.041506
HKD,2017-10-04,0.4302
HRK,2017-10-04,0.35092
HUF,2017-10-04,14.551
IDR,2017-10-04,741.48
ILS,2017-10-04,0.19347
INR,2017-10-04,3.5835
JPY,2017-10-04,6.1939
KRW,2017-10-04,62.781
MYR,2017-10-04,0.23299
NOK,2017-10-04,0.43734
NZD,2017-10-04,0.076696
PHP,2017-10-04,2.8088
PLN,2017-10-04,0.20092
RON,2017-10-04,0.21419
RUB,2017-10-04,3.171
SEK,2017-10-04,0.44618
SGD,2017-10-04,0.074919
THB,2017-10-04,1.8363
TRY,2017-10-04,0.19646
USD,2017-10-04,0.055113
ZAR,2017-10-04,0.74732
AUD,2017-10-02,0.069893
BGN,2017-10-02,0.090912
BRL,2017-10-02,0.17326
CAD,2017-10-02,0.068298
CHF,2017-10-02,0.052987
CNY,2017-10-02,0.36321
CZK,2017-10-02,1.2083
DKK,2017-10-02,0.34592
EUR,2017-10-02,0.046484
GBP,2017-10-02,0.0411
HKD,2017-10-02,0.42644
HRK,2017-10-02,0.34849
HUF,2017-10-02,14.477
IDR,2017-10-02,740.62
ILS,2017-10-02,0.19347
INR,2017-10-02,3.5651
JPY,2017-10-02,6.1591
KRW,2017-10-02,62.562
MYR,2017-10-02,0.23111
NOK,2017-10-02,0.43588
NZD,2017-10-02,0.075935
PHP,2017-10-02,2.7903
PLN,2017-10-02,0.20049
RON,2017-10-02,0.21326
RUB,2017-10-02,3.1627
SEK,2017-10-02,0.4465
SGD,2017-10-02,0.074388
THB,2017-10-02,1.8255
TRY,2017-10-02,0.19554
USD,2017-10-02,0.05459
ZAR,2017-10-02,0.74439
AUD,2017-10-01,0.070244
BGN,2017-10-01,0.091133
BRL,2017-10-01,0.17536
CAD,2017-10-01,0.068436
CHF,2017-10-01,0.053385
CNY,2017-10-01,0.36594
CZK,2017-10-01,1.2106
DKK,2017-10-01,0.34678
EUR,2017-10-01,0.046596
GBP,2017-10-01,0.041088
HKD,2017-10-01,0.42968
HRK,2017-10-01,0.34924
HUF,2017-10-01,14.476
IDR,2017-10-01,740.37
ILS,2017-10-01,0.1938
INR,2017-10-01,3.5911
JPY,2017-10-01,6.1889
KRW,2017-10-01,62.989
MYR,2017-10-01,0.23217
NOK,2017-10-01,0.43859
NZD,2017-10-01,0.076203
PHP,2017-10-01,2.7981
PLN,2017-10-01,0.20056
RON,2017-10-01,0.21431
RUB,2017-10-01,3.1803
SEK,2017-10-01,0.44961
SGD,2017-10-01,0.074698
THB,2017-10-01,1.833
TRY,2017-10-01,0.19576
USD,2017-10-01,0.055011
ZAR,2017-10-01,0.74293
AUD,2017-09-29,0.070244
BGN,2017-09-29,0.091133
BRL,2017-09-29,0.17536
CAD,2017-09-29,0.068436
CHF,2017-09-29,0.053385
CNY,2017-09-29,0.36594
CZK,2017-09-29,1.2106
DKK,2017-09-29,0.34678
EUR,2017-09-29,0.046596
GBP,2017-09-29,0.041088
HKD,2017-09-29,0.42968
HRK,2017-09-29,0.34924
HUF,2017-09-29,14.476
IDR,2017-09-29,740.37
ILS,2017-09-29,0.1938
INR,2017-09-29,3.5911
JPY,2017-09-29,6.1889
KRW,2017-09-29,62.989
MYR,2017-09-29,0.23217
NOK,2017-09-29,0.43859
NZD,2017-09-29,0.076203
PHP,2017-09-29,2.7981
PLN,2017-09-29,0.20056
RON,2017-09-29,0.21431
RUB,2017-09-29,3.1803
SEK,2017-09-29,0.44961
SGD,2017-09-29,0.074698
THB,2017-09-29,1.833
TRY,2017-09-29,0.19576
USD,2017-09-29,0.055011
ZAR,2017-09-29,0.74293
AUD,2017-09-28,0.070359
BGN,2017-09-28,0.09141
BRL,2017-09-28,0.17519
CAD,2017-09-28,0.06863
CHF,2017-09-28,0.053561
CNY,2017-09-28,0.36659
CZK,2017-09-28,1.2171
DKK,2017-09-28,0.34774
EUR,2017-09-28,0.046738
GBP,2017-09-28,0.040959
HKD,2017-09-28,0.42988
HRK,2017-09-28,0.35042
HUF,2017-09-28,14.538
IDR,2017-09-28,742.76
ILS,2017-09-28,0.19385
INR,2017-09-28,3.6042
JPY,2017-09-28,6.1956
KRW,2017-09-28,63.105
MYR,2017-09-28,0.23294
NOK,2017-09-28,0.43735
NZD,2017-09-28,0.076477
PHP,2017-09-28,2.8042
PLN,2017-09-28,0.20154
RON,2017-09-28,0.21501
RUB,2017-09-28,3.1962
SEK,2017-09-28,0.44775
SGD,2017-09-28,0.074827
THB,2017-09-28,1.8381
TRY,2017-09-28,0.19627
USD,2017-09-28,0.055048
ZAR,2017-09-28,0.74402
AUD,2017-09-26,0.07055
BGN,2017-09-26,0.092333
BRL,2017-09-26,0.17609
CAD,2017-09-26,0.06895
CHF,2017-09-26,0.054065
CNY,2017-09-26,0.36913
CZK,2017-09-26,1.2301
DKK,2017-09-26,0.35126
EUR,2017-09-26,0.04721
GBP,2017-09-26,0.041438
HKD,2017-09-26,0.43472
HRK,2017-09-26,0.35374
HUF,2017-09-26,14.671
IDR,2017-09-26,745.21
ILS,2017-09-26,0.19629
INR,2017-09-26,3.6443
JPY,2017-09-26,6.2312
KRW,2017-09-26,63.337
MYR,2017-09-26,0.23445
NOK,2017-09-26,0.43831
NZD,2017-09-26,0.077278
PHP,2017-09-26,2.8334
PLN,2017-09-26,0.20217
RON,2017-09-26,0.21723
RUB,2017-09-26,3.2097
SEK,2017-09-26,0.45073
SGD,2017-09-26,0.075385
THB,2017-09-26,1.8477
TRY,2017-09-26,0.19705
USD,2017-09-26,0.055646
ZAR,2017-09-26,0.74275
AUD,2017-09-25,0.070603
BGN,2017-09-25,0.092569
BRL,2017-09-25,0.17573
CAD,2017-09-25,0.069245
CHF,2017-09-25,0.054724
CNY,2017-09-25,0.37201
CZK,2017-09-25,1.2322
DKK,2017-09-25,0.35215
EUR,2017-09-25,0.047331
GBP,2017-09-25,0.041622
HKD,2017-09-25,0.43893
HRK,2017-09-25,0.35452
HUF,2017-09-25,14.684
IDR,2017-09-25,747.96
ILS,2017-09-25,0.19721
INR,2017-09-25,3.6569
JPY,2017-09-25,6.304
KRW,2017-09-25,63.579
MYR,2017-09-25,0.23579
NOK,2017-09-25,0.43887
NZD,2017-09-25,0.077158
PHP,2017-09-25,2.8471
PLN,2017-09-25,0.20201
RON,2017-09-25,0.21766
RUB,2017-09-25,3.2218
SEK,2017-09-25,0.45118
SGD,2017-09-25,0.075876
THB,2017-09-25,1.8597
TRY,2017-09-25,0.19786
USD,2017-09-25,0.056167
ZAR,2017-09-25,0.74565
AUD,2017-09-23,0.070507
BGN,2017-09-23,0.091865
BRL,2017-09-23,0.17595
CAD,2017-09-23,0.068929
CHF,2017-09-23,0.054429
CNY,2017-09-23,0.37015
CZK,2017-09-23,1.2234
DKK,2017-09-23,0.34949
EUR,2017-09-23,0.04697
GBP,2017-09-23,0.041407
HKD,2017-09-23,0.43877
HRK,2017-09-23,0.35154
HUF,2017-09-23,14.548
IDR,2017-09-23,747.21
ILS,2017-09-23,0.19612
INR,2017-09-23,3.6403
JPY,2017-09-23,6.2945
KRW,2017-09-23,63.542
MYR,2017-09-23,0.2354
NOK,2017-09-23,0.43773
NZD,2017-09-23,0.076731
PHP,2017-09-23,2.8432
PLN,2017-09-23,0.20043
RON,2017-09-23,0.21591
RUB,2017-09-23,3.2357
SEK,2017-09-23,0.4479
SGD,2017-09-23,0.075589
THB,2017-09-23,1.859
TRY,2017-09-23,0.19636
USD,2017-09-23,0.056181
ZAR,2017-09-23,0.74382
AUD,2017-09-22,0.070507
BGN,2017-09-22,0.091865
BRL,2017-09-22,0.17595
CAD,2017-09-22,0.068929
CHF,2017-09-22,0.054429
CNY,2017-09-22,0.37015
CZK,2017-09-22,1.2234
DKK,2017-09-22,0.34949
EUR,2017-09-22,0.04697
GBP,2017-09-22,0.041407
HKD,2017-09-22,0.43877
HRK,2017-09-22,0.35154
HUF,2017-09-22,14.548
IDR,2017-09-22,747.21
ILS,2017-09-22,0.19612
INR,2017-09-22,3.6403
JPY,2017-09-22,6.2945
KRW,2017-09-22,63.542
MYR,2017-09-22,0.2354
NOK,2017-09-22,0.43773
NZD,2017-09-22,0.076731
PHP,2017-09-22,2.8432
PLN,2017-09-22,0.20043
RON,2017-09-22,0.21591
RUB,2017-09-22,3.2357
SEK,2017-09-22,0.4479
SGD,2017-09-22,0.075589
THB,2017-09-22,1.859
TRY,2017-09-22,0.19636
USD,2017-09-22,0.056181
ZAR,2017-09-22,0.74382
AUD,2017-09-21,0.070681
BGN,2017-09-21,0.092146
BRL,2017-09-21,0.17599
CAD,2017-09-21,0.069314
CHF,2017-09-21,0.054582
CNY,2017-09-21,0.36975
CZK,2017-09-21,1.2289
DKK,2017-09-21,0.35056
EUR,2017-09-21,0.047114
GBP,2017-09-21,0.041574
HKD,2017-09-21,0.43774
HRK,2017-09-21,0.35255
HUF,2017-09-21,14.634
IDR,2017-09-21,748.65
ILS,2017-09-21,0.19756
INR,2017-09-21,3.6349
JPY,2017-09-21,6.3067
KRW,2017-09-21,63.581
MYR,2017-09-21,0.23546
NOK,2017-09-21,0.43828
NZD,2017-09-21,0.076645
PHP,2017-09-21,2.8617
PLN,2017-09-21,0.20167
RON,2017-09-21,0.21667
RUB,2017-09-21,3.2519
SEK,2017-09-21,0.44822
SGD,2017-09-21,0.075854
THB,2017-09-21,1.8582
TRY,2017-09-21,0.19682
USD,2017-09-21,0.05609
ZAR,2017-09-21,0.7486
AUD,2017-09-20,0.069862
BGN,2017-09-20,0.091757
BRL,2017-09-20,0.1763
CAD,2017-09-20,0.06897
CHF,2017-09-20,0.054103
CNY,2017-09-20,0.37039
CZK,2017-09-20,1.2241
DKK,2017-09-20,0.34911
EUR,2017-09-20,0.046915
GBP,2017-09-20,0.041605
HKD,2017-09-20,0.43945
HRK,2017-09-20,0.35106
HUF,2017-09-20,14.466
IDR,2017-09-20,748.11
ILS,2017-09-20,0.19736
INR,2017-09-20,3.6217
JPY,2017-09-20,6.2693
KRW,2017-09-20,63.495
MYR,2017-09-20,0.23617
NOK,2017-09-20,0.43838
NZD,2017-09-20,0.076364
PHP,2017-09-20,2.8673
PLN,2017-09-20,0.20068
RON,2017-09-20,0.21578
RUB,2017-09-20,3.2577
SEK,2017-09-20,0.44727
SGD,2017-09-20,0.075665
THB,2017-09-20,1.8629
TRY,2017-09-20,0.19536
USD,2017-09-20,0.056331
ZAR,2017-09-20,0.74624
AUD,2017-09-19,0.070442
BGN,2017-09-19,0.092038
BRL,2017-09-19,0.17614
CAD,2017-09-19,0.069242
CHF,2017-09-19,0.054282
CNY,2017-09-19,0.37097
CZK,2017-09-19,1.2284
DKK,2017-09-19,0.35018
EUR,2017-09-19,0.047059
GBP,2017-09-19,0.041704
HKD,2017-09-19,0.43968
HRK,2017-09-19,0.35174
HUF,2017-09-19,14.534
IDR,2017-09-19,747.62
ILS,2017-09-19,0.19813
INR,2017-09-19,3.6243
JPY,2017-09-19,6.2795
KRW,2017-09-19,63.605
MYR,2017-09-19,0.23624
NOK,2017-09-19,0.43962
NZD,2017-09-19,0.077167
PHP,2017-09-19,2.8724
PLN,2017-09-19,0.20134
RON,2017-09-19,0.21649
RUB,2017-09-19,3.2709
SEK,2017-09-19,0.44829
SGD,2017-09-19,0.076005
THB,2017-09-19,1.8637
TRY,2017-09-19,0.19654
USD,2017-09-19,0.056339
ZAR,2017-09-19,0.75035
AUD,2017-09-18,0.070748
BGN,2017-09-18,0.092573
BRL,2017-09-18,0.1761
CAD,2017-09-18,0.069016
CHF,2017-09-18,0.054262
CNY,2017-09-18,0.37166
CZK,2017-09-18,1.235
DKK,2017-09-18,0.35223
EUR,2017-09-18,0.047333
GBP,2017-09-18,0.041773
HKD,2017-09-18,0.44204
HRK,2017-09-18,0.35426
HUF,2017-09-18,14.667
IDR,2017-09-18,749.61
ILS,2017-09-18,0.1992
INR,2017-09-18,3.6272
JPY,2017-09-18,6.2995
KRW,2017-09-18,63.753
MYR,2017-09-18,0.23669
NOK,2017-09-18,0.44214
NZD,2017-09-18,0.077631
PHP,2017-09-18,2.8929
PLN,2017-09-18,0.20298
RON,2017-09-18,0.2177
RUB,2017-09-18,3.264
SEK,2017-09-18,0.45035
SGD,2017-09-18,0.076125
THB,2017-09-18,1.8713
TRY,2017-09-18,0.19567
USD,2017-09-18,0.056553
ZAR,2017-09-18,0.74734
AUD,2017-09-17,0.070548
BGN,2017-09-17,0.092534
BRL,2017-09-17,0.17675
CAD,2017-09-17,0.068698
CHF,2017-09-17,0.054315
CNY,2017-09-17,0.37045
CZK,2017-09-17,1.234
DKK,2017-09-17,0.35205
EUR,2017-09-17,0.047313
GBP,2017-09-17,0.041655
HKD,2017-09-17,0.4424
HRK,2017-09-17,0.35392
HUF,2017-09-17,14.615
IDR,2017-09-17,750.33
ILS,2017-09-17,0.19914
INR,2017-09-17,3.6271
JPY,2017-09-17,6.2888
KRW,2017-09-17,64.014
MYR,2017-09-17,0.23713
NOK,2017-09-17,0.44165
NZD,2017-09-17,0.077626
PHP,2017-09-17,2.9005
PLN,2017-09-17,0.20231
RON,2017-09-17,0.21763
RUB,2017-09-17,3.2562
SEK,2017-09-17,0.44974
SGD,2017-09-17,0.076031
THB,2017-09-17,1.8724
TRY,2017-09-17,0.19464
USD,2017-09-17,0.0566
ZAR,2017-09-17,0.74569
AUD,2017-09-16,0.070548
BGN,2017-09-16,0.092534
BRL,2017-09-16,0.17675
CAD,2017-09-16,0.068698
CHF,2017-09-16,0.054315
CNY,2017-09-16,0.37045
CZK,2017-09-16,1.234
DKK,2017-09-16,0.35205
EUR,2017-09-16,0.047313
GBP,2017-09-16,0.041655
HKD,2017-09-16,0.4424
HRK,2017-09-16,0.35392
HUF,2017-09-16,14.615
IDR,2017-09-16,750.33
ILS,2017-09-16,0.19914
